MonthlyCharges,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineBackup,Contract,PaperlessBilling,Churn
56.55,Male,1.00,Yes,No,69.00,DSL,Yes,Two year,No,No
80.50,Male,0.00,No,No,6.00,Fiber optic,No,Month-to-month,Yes,Yes
19.70,Female,0.00,Yes,Yes,24.00,No,No internet service,Two year,Yes,No
104.05,Female,0.00,No,No,32.00,Fiber optic,Yes,One year,Yes,No
52.85,Female,0.00,No,No,27.00,DSL,Yes,Two year,No,No
104.30,Female,1.00,Yes,No,27.00,Fiber optic,No,Month-to-month,Yes,Yes
80.65,Male,0.00,No,No,58.00,Fiber optic,No,Month-to-month,No,No
71.35,Male,0.00,No,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
24.65,Female,0.00,Yes,Yes,18.00,No,No internet service,Two year,Yes,No
21.30,Female,0.00,Yes,Yes,47.00,No,No internet service,Two year,Yes,No
110.20,Female,0.00,Yes,Yes,70.00,Fiber optic,Yes,Two year,Yes,No
89.40,Female,0.00,No,No,13.00,Fiber optic,Yes,Month-to-month,No,Yes
51.05,Female,0.00,Yes,Yes,36.00,DSL,No,Month-to-month,No,No
19.80,Male,0.00,No,No,67.00,No,No internet service,Two year,Yes,No
19.90,Female,0.00,No,No,10.00,No,No internet service,Month-to-month,Yes,No
87.30,Male,1.00,No,No,19.00,Fiber optic,No,Month-to-month,Yes,No
19.85,Female,0.00,Yes,Yes,71.00,No,No internet service,Two year,No,No
89.40,Male,0.00,Yes,Yes,72.00,DSL,Yes,Two year,Yes,No
20.00,Female,0.00,Yes,Yes,48.00,No,No internet service,Two year,No,No
20.05,Male,0.00,No,No,1.00,No,No internet service,Month-to-month,No,No
83.25,Male,0.00,Yes,Yes,18.00,DSL,No,Month-to-month,No,No
20.60,Male,0.00,No,No,1.00,No,No internet service,Month-to-month,No,Yes
102.90,Male,1.00,Yes,No,67.00,Fiber optic,Yes,Two year,No,No
39.10,Male,0.00,Yes,Yes,69.00,DSL,No,Two year,No,No
99.95,Male,0.00,No,No,19.00,Fiber optic,Yes,Month-to-month,Yes,Yes
114.50,Male,1.00,Yes,No,72.00,Fiber optic,Yes,Two year,Yes,No
20.20,Female,1.00,No,No,38.00,No,No internet service,Two year,No,No
55.80,Male,1.00,Yes,No,40.00,DSL,No,One year,No,No
24.20,Female,0.00,Yes,Yes,61.00,No,No internet service,Two year,Yes,No
81.00,Female,0.00,No,No,10.00,Fiber optic,Yes,Month-to-month,Yes,Yes
72.80,Male,0.00,Yes,No,32.00,DSL,No,One year,Yes,No
99.85,Female,0.00,No,No,21.00,Fiber optic,Yes,Month-to-month,Yes,No
99.50,Female,1.00,No,No,59.00,Fiber optic,No,One year,Yes,No
70.15,Female,1.00,Yes,No,13.00,Fiber optic,No,Month-to-month,Yes,Yes
20.25,Female,0.00,No,No,47.00,No,No internet service,Two year,No,No
26.00,Male,0.00,Yes,Yes,69.00,No,No internet service,Two year,Yes,No
19.90,Male,0.00,No,No,2.00,No,No internet service,Month-to-month,Yes,No
19.05,Female,0.00,Yes,Yes,22.00,No,No internet service,Month-to-month,No,No
96.50,Male,1.00,Yes,No,15.00,Fiber optic,No,Month-to-month,Yes,No
19.85,Female,0.00,No,No,53.00,No,No internet service,Two year,No,No
25.70,Female,1.00,Yes,No,28.00,No,No internet service,Month-to-month,No,No
20.30,Male,0.00,No,No,22.00,No,No internet service,One year,No,No
70.15,Female,0.00,No,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
91.55,Male,1.00,Yes,No,16.00,Fiber optic,No,Month-to-month,Yes,No
39.40,Female,0.00,Yes,Yes,48.00,DSL,Yes,Two year,No,No
105.70,Male,1.00,Yes,No,30.00,Fiber optic,Yes,Month-to-month,Yes,No
70.25,Female,0.00,No,No,3.00,Fiber optic,No,Month-to-month,Yes,No
93.75,Male,1.00,No,No,57.00,Fiber optic,No,Two year,No,No
96.55,Female,1.00,Yes,No,68.00,Fiber optic,Yes,One year,Yes,Yes
60.00,Female,0.00,Yes,No,23.00,DSL,No,One year,No,No
59.80,Female,0.00,Yes,No,65.00,DSL,No,Two year,Yes,No
90.65,Male,0.00,Yes,No,44.00,Fiber optic,No,One year,Yes,No
109.00,Female,0.00,Yes,Yes,71.00,Fiber optic,Yes,Two year,Yes,No
68.10,Female,0.00,Yes,No,37.00,DSL,No,One year,No,No
20.40,Female,0.00,No,No,12.00,No,No internet service,Month-to-month,No,No
81.95,Male,0.00,Yes,Yes,69.00,DSL,Yes,Two year,Yes,No
60.55,Female,0.00,No,No,35.00,DSL,Yes,Month-to-month,No,No
65.60,Male,0.00,No,No,5.00,DSL,Yes,Month-to-month,Yes,No
82.50,Male,0.00,Yes,Yes,58.00,Fiber optic,No,Two year,No,No
82.30,Male,0.00,Yes,No,72.00,DSL,Yes,Two year,Yes,No
68.15,Male,0.00,Yes,No,72.00,DSL,Yes,Two year,No,No
20.30,Female,0.00,No,No,1.00,No,No internet service,Month-to-month,No,No
95.55,Female,0.00,No,No,39.00,Fiber optic,No,One year,Yes,Yes
20.20,Male,0.00,Yes,Yes,53.00,No,No internet service,One year,No,No
89.20,Female,0.00,No,No,27.00,Fiber optic,No,Month-to-month,Yes,No
69.65,Female,1.00,No,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
89.30,Female,1.00,No,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
74.80,Female,0.00,Yes,No,18.00,Fiber optic,No,Month-to-month,No,No
20.20,Male,0.00,Yes,Yes,46.00,No,No internet service,Two year,Yes,No
84.40,Female,0.00,Yes,No,72.00,DSL,No,Two year,Yes,No
87.55,Female,0.00,No,No,36.00,Fiber optic,No,Month-to-month,Yes,Yes
25.15,Female,0.00,Yes,No,4.00,DSL,No,Month-to-month,Yes,No
19.80,Female,0.00,No,No,25.00,No,No internet service,Two year,No,No
50.85,Female,0.00,Yes,Yes,40.00,DSL,Yes,Month-to-month,Yes,No
102.40,Male,0.00,Yes,No,63.00,Fiber optic,Yes,Month-to-month,Yes,No
96.30,Female,1.00,No,No,15.00,Fiber optic,No,Month-to-month,Yes,Yes
55.50,Male,0.00,No,No,14.00,DSL,Yes,Month-to-month,Yes,No
109.75,Male,1.00,Yes,No,72.00,Fiber optic,Yes,Two year,Yes,No
106.40,Male,0.00,No,No,39.00,Fiber optic,Yes,Month-to-month,Yes,No
60.00,Female,0.00,Yes,Yes,47.00,DSL,Yes,Two year,Yes,No
88.80,Male,0.00,Yes,No,19.00,Fiber optic,Yes,Month-to-month,Yes,No
85.20,Female,0.00,No,No,5.00,Fiber optic,No,Month-to-month,Yes,Yes
35.10,Female,0.00,No,No,13.00,DSL,No,Month-to-month,Yes,Yes
80.05,Female,0.00,No,No,17.00,Fiber optic,No,Month-to-month,No,No
75.55,Male,1.00,Yes,No,34.00,Fiber optic,No,Month-to-month,Yes,No
49.55,Female,0.00,No,No,42.00,DSL,Yes,Month-to-month,Yes,No
81.30,Male,0.00,Yes,No,5.00,Fiber optic,Yes,Month-to-month,Yes,Yes
23.90,Female,0.00,Yes,Yes,71.00,No,No internet service,Two year,No,No
66.40,Male,1.00,Yes,No,19.00,DSL,No,Month-to-month,No,No
19.60,Female,0.00,No,Yes,2.00,No,No internet service,Month-to-month,Yes,Yes
18.80,Male,0.00,No,No,57.00,No,No internet service,Two year,No,No
108.40,Male,0.00,Yes,No,72.00,Fiber optic,Yes,Two year,Yes,No
85.95,Female,0.00,No,No,6.00,Fiber optic,Yes,Month-to-month,Yes,No
85.45,Female,0.00,Yes,Yes,17.00,Fiber optic,No,Month-to-month,Yes,Yes
80.90,Male,0.00,Yes,No,61.00,DSL,Yes,Two year,No,No
71.00,Male,0.00,Yes,Yes,1.00,Fiber optic,No,Month-to-month,Yes,Yes
111.80,Male,0.00,Yes,Yes,48.00,Fiber optic,Yes,Two year,No,No
20.60,Male,0.00,No,No,16.00,No,No internet service,Month-to-month,Yes,No
85.05,Male,1.00,No,No,9.00,Fiber optic,No,Month-to-month,Yes,Yes
44.60,Female,0.00,No,No,3.00,DSL,No,Month-to-month,No,No
44.40,Male,0.00,No,Yes,1.00,DSL,No,Month-to-month,Yes,Yes
105.10,Male,0.00,No,No,65.00,Fiber optic,Yes,Two year,No,No
115.15,Female,0.00,Yes,Yes,70.00,Fiber optic,Yes,Two year,Yes,No
59.80,Male,0.00,Yes,No,60.00,DSL,No,One year,Yes,No
26.30,Female,0.00,Yes,No,69.00,No,No internet service,One year,Yes,No
70.55,Female,1.00,No,No,35.00,Fiber optic,No,Month-to-month,No,No
20.05,Female,0.00,No,No,22.00,No,No internet service,Month-to-month,Yes,No
79.85,Male,0.00,Yes,Yes,66.00,DSL,Yes,Two year,No,No
70.30,Male,1.00,Yes,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
79.35,Female,0.00,Yes,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
90.05,Male,0.00,Yes,Yes,34.00,Fiber optic,No,Month-to-month,Yes,No
24.45,Female,0.00,Yes,Yes,72.00,No,No internet service,Two year,No,No
59.95,Male,0.00,Yes,Yes,31.00,DSL,No,One year,No,No
25.35,Male,0.00,No,Yes,30.00,No,No internet service,One year,No,No
90.80,Female,0.00,No,No,9.00,Fiber optic,No,Month-to-month,Yes,Yes
70.45,Male,0.00,Yes,Yes,20.00,Fiber optic,No,Month-to-month,Yes,Yes
34.30,Male,1.00,Yes,No,19.00,DSL,Yes,Month-to-month,Yes,No
105.05,Female,0.00,Yes,No,65.00,Fiber optic,No,Month-to-month,Yes,No
19.30,Female,0.00,Yes,Yes,30.00,No,No internet service,Two year,No,No
19.15,Male,0.00,No,No,6.00,No,No internet service,One year,No,No
51.40,Female,0.00,No,No,2.00,DSL,Yes,Month-to-month,No,No
71.85,Male,0.00,Yes,Yes,53.00,DSL,No,Month-to-month,No,No
75.40,Male,1.00,Yes,No,7.00,Fiber optic,No,Month-to-month,Yes,No
49.70,Female,0.00,Yes,Yes,61.00,DSL,No,One year,Yes,No
45.25,Male,1.00,No,No,70.00,DSL,No,One year,Yes,Yes
78.75,Female,0.00,No,No,13.00,DSL,No,Month-to-month,Yes,No
81.60,Male,1.00,Yes,No,35.00,Fiber optic,No,One year,Yes,No
70.40,Female,0.00,Yes,No,2.00,Fiber optic,No,Month-to-month,Yes,No
75.80,Female,0.00,No,No,3.00,Fiber optic,No,Month-to-month,Yes,Yes
76.10,Female,0.00,No,No,3.00,Fiber optic,No,Month-to-month,No,No
94.00,Female,0.00,No,No,62.00,Fiber optic,No,One year,Yes,No
103.95,Male,0.00,Yes,Yes,72.00,Fiber optic,Yes,Two year,No,No
19.95,Male,0.00,Yes,No,63.00,No,No internet service,Two year,Yes,No
71.30,Male,1.00,No,No,20.00,Fiber optic,No,Month-to-month,No,Yes
110.80,Female,1.00,No,No,35.00,Fiber optic,Yes,One year,Yes,No
69.10,Male,1.00,Yes,No,21.00,Fiber optic,No,Month-to-month,Yes,Yes
96.10,Male,0.00,Yes,No,62.00,Fiber optic,Yes,One year,No,No
48.80,Female,0.00,No,No,15.00,DSL,No,Month-to-month,Yes,No
50.55,Female,0.00,No,No,55.00,DSL,No,Month-to-month,Yes,No
44.65,Female,0.00,No,No,11.00,DSL,No,Month-to-month,Yes,No
88.25,Female,0.00,Yes,Yes,17.00,Fiber optic,No,Month-to-month,No,Yes
19.45,Female,0.00,No,No,61.00,No,No internet service,One year,No,No
89.30,Female,0.00,Yes,No,71.00,DSL,Yes,Two year,No,No
70.00,Female,0.00,No,No,2.00,Fiber optic,No,Month-to-month,No,Yes
19.25,Male,0.00,No,No,35.00,No,No internet service,Two year,No,No
70.50,Female,0.00,No,No,17.00,Fiber optic,No,Month-to-month,No,No
97.35,Female,0.00,No,No,21.00,Fiber optic,No,Month-to-month,Yes,Yes
19.65,Female,0.00,Yes,No,47.00,No,No internet service,Two year,No,No
20.85,Female,0.00,Yes,No,3.00,No,No internet service,Month-to-month,No,No
19.65,Male,0.00,No,No,3.00,No,No internet service,Month-to-month,Yes,No
19.35,Male,1.00,Yes,No,44.00,No,No internet service,Two year,Yes,No
44.00,Female,0.00,No,No,1.00,DSL,No,Month-to-month,Yes,No
94.40,Female,0.00,Yes,Yes,44.00,Fiber optic,Yes,One year,No,No
25.90,Male,0.00,Yes,Yes,5.00,No,No internet service,Month-to-month,Yes,Yes
55.65,Male,0.00,No,No,24.00,DSL,No,Month-to-month,Yes,Yes
69.65,Female,0.00,No,Yes,1.00,Fiber optic,No,Month-to-month,Yes,Yes
75.40,Female,0.00,No,No,18.00,Fiber optic,No,Month-to-month,Yes,No
100.60,Female,0.00,No,No,10.00,Fiber optic,No,Month-to-month,Yes,Yes
71.00,Female,0.00,Yes,No,65.00,DSL,Yes,Two year,No,No
86.00,Female,1.00,No,No,1.00,Fiber optic,Yes,Month-to-month,Yes,Yes
106.95,Female,0.00,No,No,53.00,Fiber optic,No,One year,Yes,Yes
21.20,Male,0.00,No,No,3.00,No,No internet service,One year,No,No
61.05,Male,0.00,Yes,No,33.00,DSL,Yes,Two year,Yes,No
29.60,Male,0.00,No,No,3.00,DSL,Yes,Month-to-month,Yes,Yes
79.95,Female,0.00,No,No,34.00,DSL,No,One year,Yes,No
19.70,Female,0.00,Yes,Yes,14.00,No,No internet service,Two year,Yes,No
20.30,Female,0.00,No,No,13.00,No,No internet service,Month-to-month,Yes,No
59.90,Male,1.00,Yes,No,46.00,DSL,Yes,One year,Yes,Yes
24.35,Male,0.00,Yes,Yes,23.00,No,No internet service,One year,No,No
19.75,Female,0.00,Yes,Yes,47.00,No,No internet service,Two year,No,No
50.30,Male,0.00,No,Yes,17.00,DSL,No,Month-to-month,Yes,No
95.60,Female,0.00,Yes,Yes,49.00,Fiber optic,No,Month-to-month,Yes,Yes
50.25,Male,1.00,Yes,No,59.00,DSL,Yes,Month-to-month,Yes,No
85.35,Female,0.00,No,No,69.00,DSL,No,Two year,Yes,No
41.60,Male,0.00,No,No,11.00,DSL,No,One year,Yes,Yes
51.65,Male,0.00,No,No,10.00,DSL,No,Month-to-month,Yes,No
24.00,Male,0.00,Yes,Yes,12.00,No,No internet service,Two year,Yes,No
100.85,Male,0.00,No,No,45.00,Fiber optic,Yes,Month-to-month,Yes,Yes
59.85,Female,0.00,Yes,Yes,39.00,DSL,No,Month-to-month,Yes,No
25.45,Male,1.00,Yes,No,71.00,No,No internet service,Two year,No,No
23.90,Male,0.00,Yes,Yes,71.00,No,No internet service,Two year,No,No
24.15,Female,0.00,Yes,Yes,33.00,No,No internet service,One year,No,No
75.70,Male,1.00,No,No,67.00,Fiber optic,No,Month-to-month,Yes,No
40.20,Male,0.00,Yes,Yes,37.00,DSL,Yes,Month-to-month,No,Yes
84.50,Male,0.00,Yes,Yes,49.00,Fiber optic,No,Month-to-month,No,Yes
50.85,Female,0.00,Yes,No,9.00,DSL,Yes,Month-to-month,No,No
91.60,Male,0.00,Yes,No,52.00,Fiber optic,No,Two year,Yes,No
98.90,Female,0.00,No,No,70.00,Fiber optic,Yes,One year,No,No
85.00,Male,0.00,No,No,1.00,Fiber optic,Yes,Month-to-month,Yes,No
78.95,Female,1.00,No,No,14.00,Fiber optic,Yes,Month-to-month,Yes,Yes
44.30,Male,0.00,No,No,1.00,DSL,No,Month-to-month,Yes,No
20.20,Male,0.00,No,No,1.00,No,No internet service,Month-to-month,No,Yes
80.20,Female,0.00,No,No,52.00,Fiber optic,Yes,One year,Yes,No
60.90,Male,0.00,No,No,6.00,DSL,No,Month-to-month,No,No
34.20,Male,0.00,Yes,No,7.00,DSL,Yes,Month-to-month,No,No
85.20,Female,1.00,No,No,47.00,Fiber optic,Yes,Month-to-month,Yes,Yes
87.15,Female,0.00,No,No,26.00,Fiber optic,No,One year,Yes,No
54.30,Male,0.00,Yes,Yes,25.00,DSL,No,Month-to-month,No,No
19.10,Male,0.00,No,No,69.00,No,No internet service,Two year,Yes,No
112.75,Female,0.00,No,No,72.00,Fiber optic,Yes,Two year,Yes,No
19.95,Male,0.00,No,No,4.00,No,No internet service,Month-to-month,Yes,No
19.50,Male,0.00,Yes,Yes,59.00,No,No internet service,Two year,No,No
65.55,Male,0.00,No,No,67.00,DSL,No,Two year,No,No
78.80,Female,1.00,No,No,26.00,Fiber optic,No,Month-to-month,Yes,No
78.20,Female,0.00,No,No,27.00,DSL,Yes,One year,No,No
105.25,Male,0.00,Yes,Yes,72.00,Fiber optic,No,Two year,No,No
89.25,Female,0.00,No,No,6.00,Fiber optic,No,Month-to-month,Yes,No
20.65,Male,0.00,Yes,Yes,62.00,No,No internet service,Two year,No,No
68.70,Male,0.00,No,No,20.00,DSL,Yes,One year,Yes,No
78.65,Male,0.00,No,No,6.00,DSL,No,Month-to-month,No,No
24.75,Male,0.00,No,No,51.00,No,No internet service,Two year,No,No
19.75,Female,0.00,Yes,Yes,61.00,No,No internet service,Two year,No,No
89.10,Male,1.00,Yes,No,62.00,Fiber optic,Yes,Month-to-month,Yes,No
84.70,Female,0.00,No,No,72.00,Fiber optic,No,Two year,Yes,No
98.00,Male,1.00,Yes,No,13.00,Fiber optic,Yes,Month-to-month,Yes,Yes
94.45,Male,0.00,Yes,No,5.00,Fiber optic,No,Month-to-month,Yes,Yes
105.00,Male,1.00,No,No,3.00,Fiber optic,Yes,Month-to-month,Yes,Yes
93.85,Female,1.00,Yes,No,26.00,Fiber optic,Yes,Month-to-month,Yes,Yes
59.90,Male,1.00,No,No,13.00,DSL,Yes,Month-to-month,Yes,No
19.95,Female,0.00,Yes,Yes,38.00,No,No internet service,Two year,Yes,No
84.00,Female,1.00,Yes,No,8.00,Fiber optic,No,Month-to-month,Yes,Yes
108.90,Male,1.00,Yes,Yes,34.00,Fiber optic,Yes,Month-to-month,Yes,No
33.60,Male,0.00,No,No,18.00,DSL,No,Month-to-month,No,No
85.85,Male,0.00,Yes,Yes,56.00,Fiber optic,Yes,One year,Yes,No
34.85,Female,0.00,No,No,36.00,DSL,Yes,Month-to-month,Yes,No
48.75,Female,0.00,Yes,No,9.00,DSL,No,Month-to-month,Yes,Yes
84.85,Male,0.00,No,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
56.65,Male,0.00,No,No,12.00,DSL,No,Month-to-month,No,Yes
95.30,Female,1.00,Yes,Yes,57.00,Fiber optic,Yes,Month-to-month,Yes,No
73.90,Female,0.00,No,No,42.00,DSL,Yes,One year,No,Yes
24.50,Female,0.00,Yes,Yes,33.00,No,No internet service,Two year,Yes,Yes
84.60,Male,0.00,Yes,No,70.00,Fiber optic,Yes,Two year,No,No
44.95,Female,0.00,No,No,68.00,DSL,Yes,Month-to-month,No,No
24.70,Male,0.00,No,Yes,1.00,DSL,No,Month-to-month,Yes,No
100.30,Female,0.00,No,No,37.00,Fiber optic,No,Month-to-month,No,No
25.45,Female,0.00,No,Yes,4.00,No,No internet service,Month-to-month,Yes,No
50.70,Male,0.00,No,No,1.00,DSL,No,Month-to-month,Yes,No
55.00,Male,0.00,No,No,20.00,DSL,Yes,Month-to-month,Yes,No
68.40,Male,0.00,Yes,Yes,72.00,DSL,Yes,Two year,No,No
89.90,Female,0.00,No,No,31.00,Fiber optic,No,Month-to-month,Yes,Yes
78.55,Male,1.00,Yes,No,18.00,Fiber optic,No,Month-to-month,No,Yes
55.05,Male,0.00,Yes,No,11.00,DSL,No,Month-to-month,Yes,No
19.80,Female,0.00,Yes,Yes,33.00,No,No internet service,Two year,No,No
84.45,Female,1.00,No,No,62.00,Fiber optic,No,One year,No,No
35.90,Female,0.00,No,No,1.00,DSL,No,Month-to-month,No,No
80.75,Male,0.00,Yes,No,16.00,Fiber optic,Yes,Month-to-month,No,No
78.65,Male,0.00,Yes,Yes,22.00,DSL,No,One year,Yes,No
61.75,Female,0.00,Yes,Yes,49.00,DSL,No,Month-to-month,No,No
63.70,Male,0.00,Yes,Yes,36.00,DSL,No,One year,Yes,No
99.45,Male,0.00,Yes,No,42.00,Fiber optic,Yes,Month-to-month,Yes,Yes
25.20,Male,1.00,No,No,4.00,DSL,No,Month-to-month,Yes,Yes
74.05,Female,0.00,No,No,12.00,DSL,No,One year,No,Yes
87.60,Female,0.00,No,No,31.00,Fiber optic,No,Month-to-month,No,No
89.15,Male,0.00,Yes,No,5.00,Fiber optic,No,Month-to-month,Yes,No
20.00,Male,0.00,Yes,Yes,66.00,No,No internet service,Two year,No,No
55.00,Female,1.00,No,No,15.00,DSL,No,Month-to-month,No,Yes
104.40,Male,0.00,No,No,64.00,Fiber optic,Yes,Two year,Yes,No
20.05,Male,0.00,Yes,Yes,10.00,No,No internet service,Month-to-month,Yes,No
89.75,Male,0.00,Yes,Yes,7.00,Fiber optic,Yes,Month-to-month,Yes,Yes
34.30,Male,0.00,No,No,29.00,DSL,Yes,Month-to-month,No,No
20.65,Male,0.00,No,No,57.00,No,No internet service,Two year,No,No
84.25,Female,0.00,No,No,46.00,Fiber optic,Yes,Month-to-month,No,No
19.65,Male,0.00,No,No,53.00,No,No internet service,Two year,No,No
79.85,Female,0.00,No,No,17.00,DSL,Yes,One year,No,No
20.20,Female,0.00,Yes,Yes,38.00,No,No internet service,Two year,Yes,No
19.80,Male,0.00,No,No,15.00,No,No internet service,One year,No,No
50.35,Female,0.00,No,No,22.00,DSL,Yes,Month-to-month,Yes,No
85.15,Male,0.00,Yes,No,14.00,Fiber optic,No,Month-to-month,Yes,Yes
74.60,Female,0.00,Yes,No,57.00,DSL,Yes,One year,No,No
79.15,Male,1.00,No,No,11.00,Fiber optic,No,Month-to-month,Yes,No
20.35,Female,0.00,Yes,Yes,1.00,No,No internet service,Two year,No,No
21.05,Male,0.00,Yes,Yes,12.00,No,No internet service,Two year,No,No
94.60,Male,1.00,Yes,No,3.00,Fiber optic,No,Month-to-month,Yes,Yes
94.70,Male,0.00,No,Yes,36.00,Fiber optic,Yes,Month-to-month,Yes,No
94.25,Male,0.00,No,No,16.00,Fiber optic,No,Month-to-month,Yes,Yes
72.45,Male,0.00,Yes,Yes,65.00,DSL,Yes,One year,No,Yes
74.95,Male,0.00,No,No,2.00,Fiber optic,Yes,Month-to-month,No,No
105.20,Female,0.00,No,No,42.00,Fiber optic,No,Month-to-month,Yes,Yes
111.95,Male,0.00,Yes,Yes,72.00,Fiber optic,Yes,Two year,No,No
19.85,Male,0.00,No,No,62.00,No,No internet service,Two year,No,No
89.75,Female,0.00,No,No,6.00,Fiber optic,Yes,Month-to-month,Yes,No
20.05,Male,0.00,Yes,No,48.00,No,No internet service,Two year,Yes,No
108.95,Male,0.00,No,No,35.00,Fiber optic,No,Two year,Yes,No
19.65,Male,0.00,No,Yes,52.00,No,No internet service,One year,No,No
24.90,Female,0.00,No,No,1.00,DSL,No,Month-to-month,Yes,No
82.85,Male,0.00,Yes,No,6.00,Fiber optic,No,Month-to-month,Yes,Yes
93.20,Female,0.00,Yes,No,71.00,DSL,Yes,Two year,No,No
84.80,Female,0.00,Yes,Yes,67.00,Fiber optic,Yes,One year,No,No
71.75,Male,1.00,No,No,60.00,DSL,Yes,One year,Yes,No
30.35,Male,0.00,Yes,Yes,23.00,DSL,No,Month-to-month,Yes,No
54.85,Male,0.00,No,Yes,39.00,DSL,No,One year,No,No
19.50,Male,0.00,Yes,Yes,15.00,No,No internet service,One year,Yes,No
103.85,Male,1.00,Yes,No,53.00,Fiber optic,Yes,Month-to-month,Yes,Yes
24.20,Male,0.00,Yes,Yes,24.00,No,No internet service,Two year,No,No
19.35,Female,0.00,Yes,Yes,37.00,No,No internet service,Month-to-month,No,No
83.60,Female,0.00,Yes,Yes,5.00,Fiber optic,Yes,Month-to-month,Yes,Yes
100.65,Female,1.00,Yes,No,50.00,Fiber optic,No,One year,Yes,No
94.10,Female,0.00,No,No,54.00,Fiber optic,No,One year,Yes,No
74.55,Female,0.00,No,No,3.00,Fiber optic,No,Month-to-month,Yes,No
108.45,Male,0.00,No,No,68.00,Fiber optic,Yes,One year,No,Yes
56.15,Male,0.00,No,No,5.00,DSL,No,Month-to-month,No,No
20.35,Male,0.00,No,No,33.00,No,No internet service,Two year,No,No
80.55,Female,0.00,No,No,41.00,DSL,Yes,One year,Yes,No
61.25,Female,0.00,Yes,Yes,34.00,DSL,No,One year,No,No
20.45,Female,0.00,Yes,Yes,13.00,No,No internet service,Month-to-month,Yes,No
18.90,Female,0.00,No,No,20.00,No,No internet service,Month-to-month,Yes,No
19.60,Female,1.00,No,No,51.00,No,No internet service,Two year,No,No
91.50,Female,0.00,Yes,No,3.00,Fiber optic,Yes,Month-to-month,Yes,Yes
45.20,Female,0.00,No,Yes,41.00,DSL,No,Month-to-month,No,No
19.45,Female,0.00,No,No,13.00,No,No internet service,Month-to-month,No,No
25.45,Male,0.00,Yes,Yes,35.00,No,No internet service,Two year,No,No
80.85,Male,0.00,Yes,No,12.00,Fiber optic,No,Month-to-month,No,Yes
94.90,Male,0.00,No,No,4.00,Fiber optic,Yes,Month-to-month,Yes,No
49.05,Female,0.00,No,No,43.00,DSL,No,Month-to-month,Yes,Yes
29.30,Female,1.00,Yes,Yes,12.00,DSL,No,Month-to-month,Yes,No
105.30,Male,1.00,Yes,No,68.00,Fiber optic,Yes,Month-to-month,Yes,Yes
88.95,Male,1.00,No,No,25.00,Fiber optic,Yes,Month-to-month,Yes,Yes
20.25,Female,0.00,No,No,7.00,No,No internet service,One year,No,No
110.85,Male,1.00,Yes,No,66.00,Fiber optic,Yes,One year,Yes,Yes
110.50,Female,0.00,Yes,No,53.00,Fiber optic,Yes,One year,No,No
109.40,Male,1.00,No,No,63.00,Fiber optic,Yes,Month-to-month,Yes,No
114.20,Female,0.00,Yes,Yes,70.00,Fiber optic,Yes,Two year,Yes,Yes
36.50,Male,1.00,Yes,No,27.00,DSL,No,Month-to-month,No,Yes
70.75,Female,0.00,No,No,1.00,Fiber optic,No,Month-to-month,No,Yes
19.95,Female,0.00,No,No,5.00,No,No internet service,Month-to-month,No,No
19.60,Female,1.00,Yes,No,37.00,No,No internet service,One year,No,No
40.15,Male,0.00,No,No,3.00,DSL,No,Month-to-month,Yes,Yes
76.60,Female,0.00,No,Yes,12.00,Fiber optic,No,Month-to-month,Yes,No
19.60,Female,0.00,Yes,Yes,38.00,No,No internet service,One year,No,No
85.30,Female,0.00,No,No,9.00,Fiber optic,No,Month-to-month,Yes,No
65.85,Male,0.00,Yes,No,13.00,DSL,No,Month-to-month,Yes,No
94.45,Male,1.00,Yes,No,29.00,Fiber optic,No,Month-to-month,Yes,Yes
20.05,Female,0.00,Yes,Yes,47.00,No,No internet service,Two year,No,No
99.40,Male,0.00,Yes,No,61.00,Fiber optic,No,Month-to-month,No,No
20.00,Male,0.00,No,No,16.00,No,No internet service,Month-to-month,No,No
78.45,Female,0.00,Yes,Yes,41.00,DSL,Yes,Two year,No,No
25.10,Female,0.00,No,Yes,43.00,No,No internet service,Two year,Yes,No
97.35,Female,0.00,Yes,Yes,36.00,Fiber optic,Yes,Month-to-month,Yes,Yes
55.00,Female,0.00,No,No,6.00,DSL,No,Month-to-month,Yes,No
71.10,Female,0.00,No,No,58.00,DSL,Yes,One year,Yes,No
61.55,Male,0.00,No,No,19.00,DSL,No,Month-to-month,Yes,No
45.90,Male,0.00,Yes,No,11.00,DSL,No,Month-to-month,Yes,No
40.30,Female,0.00,No,No,39.00,DSL,Yes,One year,Yes,No
87.10,Female,1.00,No,No,8.00,Fiber optic,Yes,Month-to-month,Yes,No
49.50,Female,0.00,No,Yes,26.00,DSL,No,Month-to-month,Yes,No
73.80,Female,1.00,No,No,53.00,Fiber optic,Yes,Month-to-month,Yes,No
19.20,Female,0.00,Yes,Yes,70.00,No,No internet service,Two year,Yes,No
45.30,Male,0.00,No,No,1.00,DSL,No,Month-to-month,Yes,Yes
25.00,Male,0.00,No,No,59.00,No,No internet service,Two year,No,No
